,Topic0,Topic1,Topic2,Topic3
0,-0.4467216049900488,-0.5592421591239513,-0.6192798269316608,2.7454313428256283
1,-0.4748295075247499,1.1392161688598328,-0.5154770184756111,-0.279063961438738
2,-0.5763099549889468,-0.6981958862225975,1.4328716506304269,-0.3073501046595304
3,1.6094831320656393,-0.7562775860682781,-0.6292474532903992,-0.287748402129486
